id,y_true,y_pred,score,energy
2670,1,0,1.1895361809074778,1.1895361809074778
2768,0,0,0.5852735257481565,0.5852735257481565
3613,1,1,1.318500228376341,1.318500228376341
6525,1,1,1.476130772634066,1.476130772634066
6827,1,1,1.3500892099589135,1.3500892099589135
8972,1,1,7.183118877871108,7.183118877871108
2136,0,0,1.1338796111411922,1.1338796111411922
3374,0,0,0.0,0.0
7732,1,0,1.008532206473796,1.008532206473796
7974,0,0,0.0,0.0
9606,0,0,0.888854068548999,0.888854068548999
2506,1,1,1.467664601855395,1.467664601855395
2435,0,1,1.5607673855297144,1.5607673855297144
5210,1,0,1.1924294093429135,1.1924294093429135
454,0,1,1.442403587873672,1.442403587873672
7104,0,0,0.0,0.0
4880,1,1,1.286875476731559,1.286875476731559
7274,0,0,0.0,0.0
9599,0,0,0.5469472562064002,0.5469472562064002
8465,0,0,0.0,0.0
1719,1,0,0.4096218826220832,0.4096218826220832
6495,1,1,1.4994485101072517,1.4994485101072517
1699,0,0,0.6721664853570514,0.6721664853570514
9806,0,0,0.7004679970411561,0.7004679970411561
7304,0,0,0.6180281238030925,0.6180281238030925
2985,0,0,0.0,0.0
4514,1,0,0.874730509346983,0.874730509346983
4981,0,0,1.1380762977605814,1.1380762977605814
2950,1,1,1.5146455836236767,1.5146455836236767
3843,1,0,0.8424299597584005,0.8424299597584005
6732,0,0,0.7765942347700289,0.7765942347700289
4508,1,0,1.0983382009093499,1.0983382009093499
7099,0,0,0.5640322244199716,0.5640322244199716
4884,1,1,1.3664512673218197,1.3664512673218197
6343,0,0,0.0,0.0
4410,0,0,0.9992124676844761,0.9992124676844761
4165,1,1,1.4914529611007308,1.4914529611007308
3039,1,1,1.3492875563791515,1.3492875563791515
1125,0,0,0.7266421109948815,0.7266421109948815
5976,0,0,0.6758081276816685,0.6758081276816685
6749,0,0,0.4000510085728815,0.4000510085728815
9415,0,0,1.0049965584001792,1.0049965584001792
9386,1,1,1.4595314687936278,1.4595314687936278
8902,0,0,0.0,0.0
1563,0,0,0.48807690157367056,0.48807690157367056
4405,1,1,32.53821572798414,32.53821572798414
87,1,1,1.3446408493073514,1.3446408493073514
9308,1,1,1.4508709190442515,1.4508709190442515
5050,1,1,3.3464061816445905,3.3464061816445905
1418,0,0,0.47174268999111824,0.47174268999111824
1451,0,0,0.8128753678612985,0.8128753678612985
8496,1,0,1.202243338392855,1.202243338392855
9243,0,1,1.373757144457525,1.373757144457525
7850,0,0,0.0,0.0
2612,0,0,0.0,0.0
548,0,0,0.3804294216751693,0.3804294216751693
3008,1,1,2.2183609493953615,2.2183609493953615
7712,0,0,0.6238365050603251,0.6238365050603251
7744,1,1,1.3141488244303956,1.3141488244303956
6752,0,0,0.8893355341288934,0.8893355341288934
5872,1,1,1.6724148561856251,1.6724148561856251
1599,0,0,0.5023168722100301,0.5023168722100301
2339,1,0,1.0047685440014518,1.0047685440014518
5234,0,0,0.0,0.0
1073,0,0,1.103341213953574,1.103341213953574
6247,1,0,1.2463567080596187,1.2463567080596187
3897,0,0,0.0,0.0
6913,0,0,0.0,0.0
4811,1,1,1.3902939817346898,1.3902939817346898
9933,0,1,1.317752710756881,1.317752710756881
1193,0,0,0.0,0.0
3119,0,0,1.100521792432164,1.100521792432164
8694,0,0,0.0,0.0
4515,0,0,0.786156164934329,0.786156164934329
447,0,0,0.8379086655680679,0.8379086655680679
9202,1,1,1.3355576836698495,1.3355576836698495
7454,1,0,1.1537286705284526,1.1537286705284526
9546,0,0,0.8413873070608624,0.8413873070608624
1779,1,1,1.4860120998211783,1.4860120998211783
7566,0,0,0.0,0.0
536,0,1,1.2718570372220601,1.2718570372220601
5116,0,0,0.8344119789450342,0.8344119789450342
5876,0,0,0.0,0.0
3695,1,1,1.551361186318649,1.551361186318649
6699,0,0,0.7703475056709815,0.7703475056709815
2307,0,0,0.46024760916802615,0.46024760916802615
5951,1,0,0.9900346777750687,0.9900346777750687
3099,1,1,1.562892148797093,1.562892148797093
4090,1,1,1.314237622579659,1.314237622579659
646,1,0,1.169520246007628,1.169520246007628
3238,0,0,0.0,0.0
2854,0,0,0.7792821858465919,0.7792821858465919
744,1,1,1.4549391077195448,1.4549391077195448
6552,0,0,0.5806261000547466,0.5806261000547466
6755,1,1,1.2674433586970593,1.2674433586970593
3172,1,0,0.0,0.0
2432,1,1,1.3159507777775656,1.3159507777775656
1640,1,1,1.5164945495662165,1.5164945495662165
8378,0,0,0.9969181359961745,0.9969181359961745
3045,1,1,1.8266140808122109,1.8266140808122109
6558,0,0,0.0,0.0
4980,0,0,0.729024482266872,0.729024482266872
913,0,0,0.0,0.0
2442,1,1,1.4348258549968778,1.4348258549968778
5958,0,0,0.5868982588053226,0.5868982588053226
3088,1,0,1.079140570498738,1.079140570498738
2464,1,1,2.3959059894414594,2.3959059894414594
7708,0,0,0.0,0.0
1905,1,0,1.2064674465117067,1.2064674465117067
7774,1,0,1.1221435607597043,1.1221435607597043
5741,0,0,0.0,0.0
6133,0,1,1.3265373882812388,1.3265373882812388
3973,1,0,1.1496500466033677,1.1496500466033677
329,1,0,0.8478780993155248,0.8478780993155248
6126,1,1,1.3372986411364047,1.3372986411364047
8429,0,0,0.9806080307017357,0.9806080307017357
2374,1,1,1.6217188980245405,1.6217188980245405
1709,0,0,0.0,0.0
5866,0,0,0.5341788836000019,0.5341788836000019
7554,1,1,1.3500790284075004,1.3500790284075004
3287,0,0,0.0,0.0
4048,0,0,0.0,0.0
3482,0,0,1.1222610920221516,1.1222610920221516
5411,1,1,1.3261029693929323,1.3261029693929323
8946,1,0,1.230923509630733,1.230923509630733
5925,0,0,0.41569530842683633,0.41569530842683633
3539,1,0,1.2248855153753972,1.2248855153753972
2206,1,1,1.390195841619725,1.390195841619725
6488,0,0,0.0,0.0
2452,1,1,1.5073860973837894,1.5073860973837894
7405,1,0,1.0783736778670945,1.0783736778670945
5723,1,0,0.7234637716493503,0.7234637716493503
111,0,1,1.3222145396223173,1.3222145396223173
5459,1,0,0.6906453617843109,0.6906453617843109
3519,0,0,0.0,0.0
3569,0,0,0.0,0.0
9233,1,1,1.3793433066903478,1.3793433066903478
1357,1,0,1.1910407459161965,1.1910407459161965
1486,0,0,0.888750268700751,0.888750268700751
1075,1,0,0.7578275908995308,0.7578275908995308
9557,1,1,2.68653056043384,2.68653056043384
2669,1,1,1.665142538438726,1.665142538438726
3335,1,0,0.8792315041407305,0.8792315041407305
4813,0,0,0.0,0.0
899,1,1,1.5387119309235286,1.5387119309235286
356,0,1,1.4899580486668644,1.4899580486668644
9200,0,1,1.4720935770493901,1.4720935770493901
8158,1,0,1.173548000355782,1.173548000355782
7933,1,1,1.6635299645106207,1.6635299645106207
5486,0,0,0.7115176861807859,0.7115176861807859
7765,1,1,2.4167171050852954,2.4167171050852954
258,0,0,0.0,0.0
4606,0,0,0.0,0.0
6290,0,0,0.0,0.0
843,1,1,1.3050377830728828,1.3050377830728828
294,0,0,0.0,0.0
4006,0,0,0.988416356149989,0.988416356149989
2072,1,0,1.2307809928389457,1.2307809928389457
9352,0,0,0.739732119264787,0.739732119264787
6680,1,0,1.011652930749085,1.011652930749085
7047,0,0,0.8298911109397554,0.8298911109397554
9891,1,1,1.3504742950390194,1.3504742950390194
4060,0,0,0.0,0.0
2158,1,0,1.1810670913739323,1.1810670913739323
4529,0,0,0.0,0.0
6957,0,0,0.0,0.0
3732,1,1,2.4513079053805784,2.4513079053805784
9508,1,0,1.0841281908057756,1.0841281908057756
7611,0,0,0.0,0.0
9874,0,0,0.0,0.0
1176,1,1,1.4111107297666052,1.4111107297666052
8937,1,1,1.3123539220475284,1.3123539220475284
2789,1,1,1.365014088153717,1.365014088153717
619,0,0,0.7292762234678002,0.7292762234678002
5531,1,0,0.7142254000060324,0.7142254000060324
4179,1,0,0.9580279890718453,0.9580279890718453
771,0,0,0.938125194393113,0.938125194393113
5814,1,0,0.0,0.0
3747,1,1,1.3134620993016333,1.3134620993016333
132,1,0,0.9492993702510646,0.9492993702510646
8879,1,1,1.3152503615183888,1.3152503615183888
189,1,1,1.4823865991480492,1.4823865991480492
6374,1,1,1.2777640841158198,1.2777640841158198
8458,1,1,1.4125393915870075,1.4125393915870075
8981,0,0,0.0,0.0
4722,0,0,0.0,0.0
6544,1,0,0.9970443249129128,0.9970443249129128
3936,1,1,1.5875173571833343,1.5875173571833343
8894,1,0,1.1067388121373065,1.1067388121373065
1997,1,0,0.5537659155705467,0.5537659155705467
6629,0,0,1.1243829793195184,1.1243829793195184
5255,1,1,1.619012966531691,1.619012966531691
7406,1,1,1.6087954048489848,1.6087954048489848
720,0,1,1.379143023398855,1.379143023398855
2168,1,0,1.155069653265704,1.155069653265704
2448,1,1,1.305361572083954,1.305361572083954
7735,1,0,0.5076023329665481,0.5076023329665481
8962,0,0,0.747556075775566,0.747556075775566
473,1,1,1.301066166918877,1.301066166918877
3095,0,0,1.0079061563177873,1.0079061563177873
5014,0,0,1.0900434913702963,1.0900434913702963
8408,1,0,0.6216027478199185,0.6216027478199185
9180,0,0,0.0,0.0
2795,0,1,1.5048553758724708,1.5048553758724708
3389,0,0,0.857316869142031,0.857316869142031
2110,1,0,0.4550458167084997,0.4550458167084997
9435,1,0,1.113088713302278,1.113088713302278
580,1,1,4.227659750821932,4.227659750821932
3809,1,1,4.518032092074434,4.518032092074434
9737,1,1,1.6072181792082445,1.6072181792082445
5721,1,0,0.0,0.0
4430,1,0,1.2478322491453733,1.2478322491453733
1045,1,1,1.3237248313889818,1.3237248313889818
3891,1,1,1.4539764948372662,1.4539764948372662
6824,0,0,1.2281317602380364,1.2281317602380364
7485,0,0,0.0,0.0
6271,0,0,0.5997536456215115,0.5997536456215115
1912,0,0,0.4894572307664032,0.4894572307664032
1619,1,1,2.0338310965261353,2.0338310965261353
9566,0,0,0.8590722955343664,0.8590722955343664
9043,0,0,0.0,0.0
6769,0,0,0.0,0.0
72,0,0,0.0,0.0
2562,1,0,0.9710145981358334,0.9710145981358334
1049,1,1,1.469513162991916,1.469513162991916
241,0,0,0.0,0.0
622,1,0,1.249397997800635,1.249397997800635
2531,1,1,1.4806887195580622,1.4806887195580622
5000,0,0,0.9084155340306559,0.9084155340306559
8997,1,1,1.2825362102663027,1.2825362102663027
2855,1,1,1.4635158782580104,1.4635158782580104
9754,0,0,0.7992959498859209,0.7992959498859209
3961,1,1,1.5929647205374224,1.5929647205374224
4718,0,0,1.0248786718571605,1.0248786718571605
4272,1,0,1.1351559791259374,1.1351559791259374
8564,0,0,0.0,0.0
6096,0,0,0.0,0.0
7396,0,0,1.1725418295929757,1.1725418295929757
6690,0,0,0.3881698412796632,0.3881698412796632
1224,1,1,1.5803327696424494,1.5803327696424494
1963,1,0,1.0293312217443378,1.0293312217443378
7291,0,0,0.0,0.0
4059,0,0,0.3352696824233967,0.3352696824233967
3720,1,1,1.6106138493556201,1.6106138493556201
7940,1,0,0.7523678101543235,0.7523678101543235
9537,0,0,0.9249072517009219,0.9249072517009219
2314,0,0,0.0,0.0
9133,0,0,0.0,0.0
4707,1,1,1.452440758516129,1.452440758516129
7428,0,0,0.4778134398676166,0.4778134398676166
3942,1,1,1.6607033492078833,1.6607033492078833
3061,1,0,0.8176226832601865,0.8176226832601865
5049,1,1,1.4767912668289005,1.4767912668289005
8038,0,1,1.289981887799642,1.289981887799642
4467,0,0,1.1987995375196387,1.1987995375196387
1921,0,0,0.4709440701432835,0.4709440701432835
3147,1,1,1.2534879867343223,1.2534879867343223
3955,0,1,1.288916324546827,1.288916324546827
4345,1,0,1.0095079540957819,1.0095079540957819
6783,0,0,0.0,0.0
5105,1,0,0.9082689677915581,0.9082689677915581
922,0,0,0.0,0.0
7760,0,0,0.0,0.0
2383,1,1,1.5104565501974097,1.5104565501974097
9368,1,1,1.481140896374136,1.481140896374136
2365,1,1,1.3198074063356242,1.3198074063356242
5100,0,0,0.0,0.0
9413,0,0,0.8499195756276526,0.8499195756276526
4297,0,0,0.41577352912319365,0.41577352912319365
7262,0,0,0.0,0.0
9773,0,0,0.5592255418890112,0.5592255418890112
3414,1,0,1.093778076665935,1.093778076665935
1979,0,0,0.7243205133009779,0.7243205133009779
2555,1,1,1.526127423387935,1.526127423387935
3062,1,0,1.1159825061139146,1.1159825061139146
8789,1,0,1.240618617456457,1.240618617456457
1088,1,0,1.0899074300699443,1.0899074300699443
9880,0,0,0.8024764681395452,0.8024764681395452
5353,0,0,1.1299169205666586,1.1299169205666586
1568,1,1,1.4487070060113623,1.4487070060113623
6422,0,0,0.0,0.0
585,0,0,0.5291271007236003,0.5291271007236003
4369,0,0,0.6686045834263007,0.6686045834263007
8212,1,0,1.2385263937947595,1.2385263937947595
7418,1,1,1.2670695569057802,1.2670695569057802
2131,1,1,1.5085210642480749,1.5085210642480749
5251,0,0,0.0,0.0
393,1,0,0.9095822601667015,0.9095822601667015
3484,0,1,2.3247148273767775,2.3247148273767775
2253,0,0,0.0,0.0
3616,1,0,1.051898320920996,1.051898320920996
4999,0,0,0.0,0.0
8258,0,0,0.6082647045399897,0.6082647045399897
4440,0,0,0.0,0.0
128,1,0,1.0852561014998572,1.0852561014998572
6697,0,0,0.0,0.0
336,1,0,1.1609859834622216,1.1609859834622216
3653,0,0,0.853635373050268,0.853635373050268
9217,0,0,0.5886816746684029,0.5886816746684029
210,0,0,0.7919780616480063,0.7919780616480063
7280,1,1,1.5066748359690667,1.5066748359690667
5341,0,0,0.45603234488116723,0.45603234488116723
5138,1,0,1.0345715119452699,1.0345715119452699
9263,0,0,1.0415054808626478,1.0415054808626478
9596,0,0,1.1763795949262654,1.1763795949262654
7835,0,0,0.0,0.0
2354,1,0,1.1660949114497858,1.1660949114497858
6140,1,1,1.5545334475927097,1.5545334475927097
7604,0,0,1.0463664878870855,1.0463664878870855
886,0,1,1.3902086803161513,1.3902086803161513
5811,0,0,0.9546621122400838,0.9546621122400838
9388,0,0,0.3971141298183503,0.3971141298183503
266,1,1,2.565944680172767,2.565944680172767
9808,0,0,1.1529960735151699,1.1529960735151699
1241,0,0,0.0,0.0
1445,0,0,0.0,0.0
1454,0,0,0.952051328885491,0.952051328885491
222,0,0,0.0,0.0
3602,1,1,1.4736518388920974,1.4736518388920974
8954,1,1,1.431101986056755,1.431101986056755
2699,1,1,1.3678699315086786,1.3678699315086786
4392,1,1,1.390919903257476,1.390919903257476
1465,0,0,0.0,0.0
9275,1,0,0.9469111090570503,0.9469111090570503
9991,0,0,0.0,0.0
2124,1,1,1.2893367851969941,1.2893367851969941
2433,1,1,1.6765766046417085,1.6765766046417085
5753,1,0,0.8508844627366012,0.8508844627366012
2421,1,0,0.0,0.0
9082,0,0,1.0936385758614469,1.0936385758614469
827,1,0,0.9549453436915158,0.9549453436915158
6542,0,0,0.8716340462241384,0.8716340462241384
627,0,0,0.0,0.0
1400,1,1,1.3580212055773915,1.3580212055773915
9039,1,1,1.3368693534701297,1.3368693534701297
5535,1,0,0.6469684949347558,0.6469684949347558
9936,1,0,1.1986026820862314,1.1986026820862314
7826,0,0,0.0,0.0
8146,0,0,0.0,0.0
9351,1,1,1.5366283654718684,1.5366283654718684
8109,1,1,1.3291640544196435,1.3291640544196435
7467,0,0,0.6989334366240489,0.6989334366240489
2392,0,0,0.0,0.0
2058,1,0,1.2466714836559567,1.2466714836559567
4946,1,1,1.5325387795640684,1.5325387795640684
6132,1,1,1.4443683889876033,1.4443683889876033
1994,1,1,1.533723223696965,1.533723223696965
7707,1,1,1.4754473456466548,1.4754473456466548
331,1,0,1.005999539046741,1.005999539046741
8088,0,0,0.0,0.0
5676,0,0,0.0,0.0
3535,0,0,0.890482020361652,0.890482020361652
1459,1,1,1.4424348194634224,1.4424348194634224
4526,1,0,1.1189063146937943,1.1189063146937943
9257,1,0,1.0033179265651364,1.0033179265651364
3819,1,1,1.4002108133746036,1.4002108133746036
1788,1,1,1.4091598727511887,1.4091598727511887
7132,1,0,1.2097419249087007,1.2097419249087007
7688,1,1,1.5697176069472634,1.5697176069472634
3994,0,0,0.6077388503573333,0.6077388503573333
2403,0,0,0.9616955318031489,0.9616955318031489
6520,1,1,5.1934298696433805,5.1934298696433805
6210,1,1,1.3532134898296895,1.3532134898296895
8227,0,0,0.0,0.0
7194,0,0,0.0,0.0
7337,0,0,0.44953442658794357,0.44953442658794357
6341,0,1,2.885684850369133,2.885684850369133
2960,1,1,1.4293411898656365,1.4293411898656365
8447,0,0,0.0,0.0
2487,0,0,0.0,0.0
1501,0,0,0.840006935447332,0.840006935447332
2193,0,0,0.8437930220484384,0.8437930220484384
7028,0,0,0.984176131208552,0.984176131208552
3347,1,1,1.5541835347128399,1.5541835347128399
9058,0,0,0.47264076893887774,0.47264076893887774
4424,1,1,1.4938422014474595,1.4938422014474595
2547,1,0,1.2489886248520154,1.2489886248520154
6789,0,0,0.7400570230027816,0.7400570230027816
5798,1,1,1.3407181560687809,1.3407181560687809
8487,0,0,1.0437827467066236,1.0437827467066236
1758,1,1,7.814144247727404,7.814144247727404
4194,1,1,1.3509255219175977,1.3509255219175977
7322,0,0,0.0,0.0
4207,0,0,0.0,0.0
550,1,0,1.1551531139338584,1.1551531139338584
6576,1,0,1.0483401114639477,1.0483401114639477
3325,0,0,0.7137545112135326,0.7137545112135326
5683,1,1,1.4537985403090774,1.4537985403090774
1902,1,0,1.129533889336546,1.129533889336546
7083,0,0,0.8287494903112121,0.8287494903112121
2101,1,1,1.2805709771920646,1.2805709771920646
7192,0,0,0.0,0.0
5200,0,1,4.352559673216259,4.352559673216259
7286,1,0,1.0810035981951143,1.0810035981951143
1626,1,1,1.2552490838153143,1.2552490838153143
2214,0,0,0.4092027988804119,0.4092027988804119
9884,0,0,0.0,0.0
4002,0,0,0.903923773199407,0.903923773199407
1617,1,0,1.0760789991931308,1.0760789991931308
426,1,0,0.9282523547993983,0.9282523547993983
742,1,1,1.476691182203837,1.476691182203837
3861,1,0,0.0,0.0
2609,0,0,0.0,0.0
4386,1,0,1.02418955616018,1.02418955616018
4790,0,0,0.6506946830498361,0.6506946830498361
7931,0,0,0.831732126894639,0.831732126894639
1199,1,1,1.391290368311137,1.391290368311137
5622,1,1,2.5315485135535947,2.5315485135535947
146,1,1,1.3025254289755488,1.3025254289755488
9701,0,0,0.7995139616714657,0.7995139616714657
570,1,0,0.8426261626031992,0.8426261626031992
6810,0,0,0.4063760902982271,0.4063760902982271
6047,1,1,1.492535889802252,1.492535889802252
5739,1,0,0.0,0.0
8973,0,0,0.3907530097120732,0.3907530097120732
3708,1,0,1.1404040535463584,1.1404040535463584
8552,1,0,1.1966270586268126,1.1966270586268126
1177,1,0,1.1908372535138951,1.1908372535138951
1554,0,0,0.0,0.0
169,0,0,0.4896458591354854,0.4896458591354854
7837,1,0,1.0801194527114582,1.0801194527114582
9673,0,0,0.8488737388556399,0.8488737388556399
3682,0,0,0.0,0.0
2990,0,0,0.0,0.0
5363,0,0,0.0,0.0
8203,1,1,2.4654396000019654,2.4654396000019654
3925,0,0,0.6464129502657843,0.6464129502657843
8512,0,0,0.0,0.0
1069,1,0,1.1379946735573836,1.1379946735573836
685,1,0,0.9742293768540229,0.9742293768540229
8139,1,1,3.559583584171242,3.559583584171242
1743,0,0,0.4588055537883574,0.4588055537883574
3506,0,0,0.0,0.0
9449,0,0,0.0,0.0
1200,1,1,1.3959140592703658,1.3959140592703658
1512,1,0,0.8444880961225398,0.8444880961225398
2701,0,1,1.3245416961426895,1.3245416961426895
5175,0,0,0.0,0.0
8445,1,0,0.9749865989585335,0.9749865989585335
6768,0,0,1.0105799211259243,1.0105799211259243
7017,0,0,0.0,0.0
9378,1,0,1.1199096700440696,1.1199096700440696
8660,0,1,1.4705067169853665,1.4705067169853665
7888,0,0,0.48785900508739966,0.48785900508739966
379,1,1,1.4483680442443574,1.4483680442443574
3866,1,1,1.4569033072498145,1.4569033072498145
6506,1,0,0.9227525259516625,0.9227525259516625
2375,1,0,0.9414538671390771,0.9414538671390771
1948,1,1,1.3399693604365612,1.3399693604365612
1733,1,1,1.2802019722496503,1.2802019722496503
5226,1,1,1.3721737454248994,1.3721737454248994
7501,1,0,0.998337088653723,0.998337088653723
2984,0,0,1.220478462934354,1.220478462934354
1286,1,1,6.025426599803687,6.025426599803687
6401,0,0,0.0,0.0
828,0,0,0.0,0.0
9982,1,1,1.3188095433016511,1.3188095433016511
1289,0,0,0.7439790965976115,0.7439790965976115
9419,0,0,0.0,0.0
4442,1,1,1.3403917760299324,1.3403917760299324
6974,1,1,1.2851362096113654,1.2851362096113654
377,1,0,1.1410191268752858,1.1410191268752858
8255,0,0,0.5479621805343905,0.5479621805343905
4493,1,0,0.6546547492760255,0.6546547492760255
1520,1,1,1.5837283337270556,1.5837283337270556
8748,1,1,1.344194745097406,1.344194745097406
794,0,0,0.4943220521771361,0.4943220521771361
2284,1,1,1.5434359791798833,1.5434359791798833
1738,1,0,1.2311914489947753,1.2311914489947753
3225,1,0,1.0605557192988897,1.0605557192988897
6455,1,1,1.3343645680242258,1.3343645680242258
9181,1,0,1.0842505480423734,1.0842505480423734
6932,1,0,0.7426932817438311,0.7426932817438311
567,0,0,0.0,0.0
8193,0,0,0.8729890648041531,0.8729890648041531
8527,1,1,1.4362002695191918,1.4362002695191918
160,1,1,1.492004572958484,1.492004572958484
1753,1,0,1.0553106466519864,1.0553106466519864
1623,1,1,1.5823006753927737,1.5823006753927737
4601,0,0,0.0,0.0
7035,1,0,1.2049841924078706,1.2049841924078706
4145,0,0,0.0,0.0
1163,0,0,0.7806991826429432,0.7806991826429432
7311,0,0,0.0,0.0
8452,0,0,0.0,0.0
7412,1,0,1.2323725643926124,1.2323725643926124
1234,1,1,2.9732088886848604,2.9732088886848604
2986,0,0,0.0,0.0
9135,1,1,1.5640883911213836,1.5640883911213836
5691,0,0,0.0,0.0
8705,0,0,1.1989652028145068,1.1989652028145068
1558,0,0,0.0,0.0
8306,1,1,1.2544184525640907,1.2544184525640907
6701,1,0,0.9173130487873131,0.9173130487873131
7727,0,0,0.0,0.0
4417,1,1,1.4810415859270782,1.4810415859270782
7190,0,0,1.171651786986618,1.171651786986618
7076,0,0,0.0,0.0
2566,1,0,1.151724097383803,1.151724097383803
1776,0,0,0.6596200292983836,0.6596200292983836
2925,0,0,0.0,0.0
2630,1,1,1.2986055830360497,1.2986055830360497
5907,1,1,1.332009395973936,1.332009395973936
6219,1,0,1.1766685141013795,1.1766685141013795
9197,1,0,1.0026899514529601,1.0026899514529601
7591,0,0,0.5697936845615881,0.5697936845615881
5525,0,0,0.0,0.0
4336,1,0,0.8931959716009952,0.8931959716009952
2496,0,0,0.49147609524349434,0.49147609524349434
725,1,0,1.0397926434098035,1.0397926434098035
7445,1,0,1.2099366397756361,1.2099366397756361
4820,0,0,0.0,0.0
4276,0,0,0.7928043277387039,0.7928043277387039
8381,0,0,0.0,0.0
7071,0,0,0.7280118041762021,0.7280118041762021
6164,0,0,0.3908433715206822,0.3908433715206822
8160,1,1,1.4018047540270275,1.4018047540270275
9791,1,0,1.0498216128287314,1.0498216128287314
5918,1,1,1.3716623473141478,1.3716623473141478
4275,1,0,1.2006122919092508,1.2006122919092508
5613,1,1,1.5637160653205138,1.5637160653205138
