id,y_true,score
8362_halu,1,2.9200478655699245
8362_right,0,1.007196804449401
1513_halu,1,2.772850688055529
1513_right,0,2.4522196993908
9317_halu,1,2.744317736075759
9317_right,0,0.0
39_halu,1,3.3842300501436826
39_right,0,0.0
4819_halu,1,3.3681346072268026
4819_right,0,2.6328284230233527
3465_halu,1,2.723194505587027
3465_right,0,3.160452932083347
1760_halu,1,2.772265281075312
1760_right,0,0.0
2304_halu,1,3.722813191132031
2304_right,0,0.0
3723_halu,1,3.4778515649472217
3723_right,0,1.9254988937127
8284_halu,1,2.91939282989058
8284_right,0,2.0928944917456858
4993_halu,1,3.313898307145396
4993_right,0,2.7323136944196627
8127_halu,1,3.061425742069681
8127_right,0,3.458230012898288
3032_halu,1,4.340079754146122
3032_right,0,2.393461534490952
7938_halu,1,3.0501462702049422
7938_right,0,0.0
3039_halu,1,5.004202273206258
3039_right,0,0.0
9655_halu,1,3.534082097468201
9655_right,0,2.2389020332422773
2545_halu,1,4.139008495478218
2545_right,0,0.0
2592_halu,1,2.982230148495326
2592_right,0,1.858514476748612
1188_halu,1,2.1214151704175204
1188_right,0,0.0
7966_halu,1,3.729673463689787
7966_right,0,0.0
6077_halu,1,3.125136385270507
6077_right,0,0.0
107_halu,1,3.624788637900681
107_right,0,2.7404770375275223
1315_halu,1,3.344425386176307
1315_right,0,1.6472133800386717
8187_halu,1,2.2275961208512225
8187_right,0,0.0
2753_halu,1,3.2563503038773955
2753_right,0,0.0
9753_halu,1,2.511515123472528
9753_right,0,1.7541261129431762
6231_halu,1,3.368477033139251
6231_right,0,2.021853841262041
2876_halu,1,0.0
2876_right,0,0.0
5323_halu,1,2.950345223219459
5323_right,0,2.437240121867445
799_halu,1,2.746678101626977
799_right,0,2.203752200465294
3570_halu,1,3.131399323527684
3570_right,0,2.490756599629214
2894_halu,1,4.117214423511106
2894_right,0,2.714516273751488
2927_halu,1,3.535629840510206
2927_right,0,2.0412113263226184
8178_halu,1,3.124189033841024
8178_right,0,0.0
971_halu,1,2.3259921909189565
971_right,0,1.5492243126839012
6687_halu,1,3.47152230350472
6687_right,0,0.0
8575_halu,1,3.3862553957299504
8575_right,0,0.0
2020_halu,1,3.035136564771604
2020_right,0,2.721155391635119
9054_halu,1,2.8477963019783137
9054_right,0,1.541011240949574
952_halu,1,0.0
952_right,0,0.0
5359_halu,1,3.3362463133913938
5359_right,0,0.0
3857_halu,1,3.3698742675471416
3857_right,0,0.0
5861_halu,1,1.928469750552249
5861_right,0,1.2012013124788052
3145_halu,1,2.644898706671865
3145_right,0,1.7328971050936124
3305_halu,1,2.91712522012146
3305_right,0,2.3847543240894846
3006_halu,1,2.394812938895239
3006_right,0,2.394812938895239
9001_halu,1,3.854138112369985
9001_right,0,0.0
7770_halu,1,2.5559565734162657
7770_right,0,2.388169429649732
7438_halu,1,3.260771004091352
7438_right,0,2.38691129507731
7942_halu,1,2.670276791059992
7942_right,0,2.724753995908164
9238_halu,1,3.0485656160564862
9238_right,0,2.536016544953817
1056_halu,1,3.2661200510913924
1056_right,0,0.0
3154_halu,1,0.0
3154_right,0,2.413877375444136
3787_halu,1,2.762602394438317
3787_right,0,0.0
9189_halu,1,2.26101740474211
9189_right,0,0.0
7825_halu,1,3.6320698340994015
7825_right,0,2.607718607186657
7539_halu,1,2.4900011157987594
7539_right,0,1.83402131391548
7231_halu,1,2.49076822679499
7231_right,0,2.706009060903487
764_halu,1,3.957298414603344
764_right,0,0.0
5019_halu,1,3.13809824293034
5019_right,0,2.452663390567973
4903_halu,1,2.9133730460813494
4903_right,0,1.1738739094520565
8093_halu,1,1.4040476358816931
8093_right,0,0.0
6843_halu,1,3.2974125643689285
6843_right,0,1.904687699949285
2165_halu,1,3.825537235758501
2165_right,0,3.1156885903341363
1862_halu,1,4.146465534503741
1862_right,0,2.359295384138364
7850_halu,1,2.7986230842736752
7850_right,0,0.0
9123_halu,1,2.762625637844337
9123_right,0,0.0
2340_halu,1,2.7716912415999557
2340_right,0,0.0
5527_halu,1,2.546294295609584
5527_right,0,0.0
6743_halu,1,2.833526306466567
6743_right,0,0.0
4003_halu,1,3.402060977840794
4003_right,0,0.0
1123_halu,1,3.773523678992473
1123_right,0,2.6534176598581904
8709_halu,1,3.895865849966374
8709_right,0,1.57713740442198
4049_halu,1,2.6331645917011715
4049_right,0,1.5549799553960524
7640_halu,1,3.287861616890722
7640_right,0,0.0
765_halu,1,2.8861097854366475
765_right,0,0.0
2344_halu,1,2.416078661807201
2344_right,0,1.8141604478724949
4071_halu,1,3.6181640847227374
4071_right,0,0.0
7216_halu,1,1.7041366973695542
7216_right,0,0.0
4216_halu,1,2.5980048013076624
4216_right,0,2.0878925275842533
7952_halu,1,2.93104689174397
7952_right,0,2.402332653223202
5970_halu,1,3.2793244029090243
5970_right,0,2.693099060762356
3350_halu,1,3.011657698137441
3350_right,0,0.0
4695_halu,1,3.125936941398642
4695_right,0,2.502748094670544
3399_halu,1,2.0854766001895437
3399_right,0,0.0
4081_halu,1,2.478939598427736
4081_right,0,0.0
9149_halu,1,3.71501933488932
9149_right,0,2.642734318020403
1224_halu,1,3.57582103059175
1224_right,0,0.0
6292_halu,1,3.684970034189136
6292_right,0,2.9848624659387903
3122_halu,1,3.945799422063217
3122_right,0,0.0
510_halu,1,3.2464843005449797
510_right,0,2.509968337896741
5794_halu,1,3.576227938324874
5794_right,0,0.0
8181_halu,1,3.356073871268418
8181_right,0,0.0
9417_halu,1,2.423121807221447
9417_right,0,1.5520985371833438
96_halu,1,2.1326710198069168
96_right,0,2.2555507513468047
6681_halu,1,2.949255714046801
6681_right,0,2.489995497503809
1512_halu,1,1.5897253468829318
1512_right,0,0.0
8791_halu,1,3.5912113385307936
8791_right,0,1.817060612676583
119_halu,1,3.668193847727746
119_right,0,1.5166228322668718
7791_halu,1,3.128054130442198
7791_right,0,0.0
6517_halu,1,3.405832396252304
6517_right,0,2.6141113262033624
33_halu,1,2.6732280164350577
33_right,0,0.0
7887_halu,1,2.143163558451937
7887_right,0,1.673339545744278
6830_halu,1,2.475727536707607
6830_right,0,2.353729216085631
5421_halu,1,3.374696627993381
5421_right,0,3.442203339164462
1068_halu,1,3.023420709755213
1068_right,0,0.9758871115794452
1347_halu,1,3.333766761408489
1347_right,0,0.0
4747_halu,1,2.7017697929114064
4747_right,0,0.0
6005_halu,1,3.46986812616389
6005_right,0,0.0
6039_halu,1,2.7612761945306223
6039_right,0,0.8356656966538917
3817_halu,1,2.951665648155108
3817_right,0,0.0
8446_halu,1,3.288160566978534
8446_right,0,0.0
5269_halu,1,3.184976454058951
5269_right,0,2.6692599472837992
6897_halu,1,3.321413528972653
6897_right,0,1.4233164565138423
5309_halu,1,2.286424391746932
5309_right,0,2.44209393531473
31_halu,1,2.2404232674207227
31_right,0,0.0
5674_halu,1,3.0702056255788266
5674_right,0,2.202399251803666
4386_halu,1,2.991718018039334
4386_right,0,2.0692863131251102
29_halu,1,3.610152053260869
29_right,0,0.0
4202_halu,1,4.05125275811579
4202_right,0,0.0
7507_halu,1,3.156976062614945
7507_right,0,2.4557388632809056
735_halu,1,2.6588344768861525
735_right,0,1.4751179943950474
2067_halu,1,2.7815616471342564
2067_right,0,2.1923517970543704
106_halu,1,3.522495237283188
106_right,0,0.0
9644_halu,1,3.0786443720257584
9644_right,0,3.2004653422069422
8894_halu,1,3.3699976686476565
8894_right,0,0.0
8020_halu,1,3.525924082451178
8020_right,0,0.0
2232_halu,1,3.3144127618970267
2232_right,0,2.6038892072588595
993_halu,1,3.872350139019508
993_right,0,0.0
9412_halu,1,3.675389160941884
9412_right,0,0.0
7058_halu,1,2.9754211863751503
7058_right,0,2.3195776491869866
6789_halu,1,3.727901823729892
6789_right,0,1.7540351494142006
360_halu,1,3.143835615640311
360_right,0,1.1680252507835398
304_halu,1,2.9557889953076777
304_right,0,0.0
2627_halu,1,3.154731190407241
2627_right,0,0.0
8965_halu,1,2.6448439396143937
8965_right,0,0.0
4513_halu,1,3.3520048329703647
4513_right,0,1.750555386088194
5910_halu,1,3.693520581734562
5910_right,0,0.0
8313_halu,1,2.708934112215258
8313_right,0,0.0
3100_halu,1,2.658059405467164
3100_right,0,0.0
5703_halu,1,3.482662091544656
5703_right,0,0.0
3898_halu,1,2.591969243022257
3898_right,0,0.0
5440_halu,1,2.1352735829603424
5440_right,0,1.7467291229063782
7930_halu,1,3.120197900354441
7930_right,0,0.8462038417200975
621_halu,1,3.630123198115748
621_right,0,1.9416046702159615
7235_halu,1,3.7308686497143446
7235_right,0,0.0
2498_halu,1,3.274848348223193
2498_right,0,2.6342762336658403
713_halu,1,3.152589255046314
713_right,0,2.029024616633857
8403_halu,1,2.3837003010092803
8403_right,0,1.9968618015610191
2855_halu,1,2.8577257819175528
2855_right,0,1.8066764490224716
4269_halu,1,2.564265400563712
4269_right,0,1.310291228113884
2908_halu,1,2.9571961860852527
2908_right,0,2.7518635886618954
8080_halu,1,2.5936752975606456
8080_right,0,0.0
4516_halu,1,2.895986550409437
4516_right,0,3.0846058470809274
1261_halu,1,2.804894274659739
1261_right,0,2.5576167735456155
3160_halu,1,3.796808366890161
3160_right,0,0.0
970_halu,1,2.765048144541613
970_right,0,3.4443422216611648
3912_halu,1,3.207841965354852
3912_right,0,2.2878205561777194
5198_halu,1,3.87618461394668
5198_right,0,0.0
8846_halu,1,0.0
8846_right,0,0.0
259_halu,1,3.4659319960157897
259_right,0,0.0
3790_halu,1,3.1303365740718907
3790_right,0,0.0
9202_halu,1,2.500180588309112
9202_right,0,0.0
487_halu,1,2.036093732900591
487_right,0,0.0
7907_halu,1,1.8944566528236324
7907_right,0,0.0
518_halu,1,3.075631157435774
518_right,0,1.3945127397841868
8342_halu,1,2.41629653798094
8342_right,0,0.0
311_halu,1,4.10370097182435
311_right,0,1.4977699985186432
3231_halu,1,2.328858834076734
3231_right,0,0.0
7932_halu,1,3.606494892353727
7932_right,0,0.0
7457_halu,1,2.8856591971449257
7457_right,0,2.2234085553680285
9783_halu,1,3.2894385360358096
9783_right,0,0.0
5183_halu,1,3.482895754467085
5183_right,0,0.0
8076_halu,1,3.06135799235312
8076_right,0,0.0
6501_halu,1,2.9798310614123373
6501_right,0,1.805113249587864
6790_halu,1,2.640082218838461
6790_right,0,2.973738310099443
7772_halu,1,2.878485131526671
7772_right,0,2.8332308666543518
2737_halu,1,3.392662389794837
2737_right,0,3.038390345727877
7841_halu,1,3.000472870260668
7841_right,0,0.0
6261_halu,1,2.681631884362304
6261_right,0,1.7419379798964307
8205_halu,1,3.8538236310520615
8205_right,0,0.0
1247_halu,1,3.1086769635071274
1247_right,0,0.0
9335_halu,1,3.1144586593021133
9335_right,0,2.1890225960812977
4194_halu,1,3.3338473983723773
4194_right,0,1.1270748457195774
8000_halu,1,0.0
8000_right,0,1.6840860335898369
7377_halu,1,3.4936868641059844
7377_right,0,2.9431539485323235
3434_halu,1,0.0
3434_right,0,0.0
5381_halu,1,2.351614156657296
5381_right,0,0.0
958_halu,1,4.358475475807008
958_right,0,0.0
416_halu,1,3.283664964619964
416_right,0,2.5973456565898463
5741_halu,1,3.4341156673638658
5741_right,0,1.2107631315107923
6727_halu,1,1.0524121759484166
6727_right,0,0.0
4381_halu,1,3.7880681191258097
4381_right,0,0.0
5196_halu,1,2.508218325360634
5196_right,0,2.8110604599874365
1112_halu,1,3.5364352872593345
1112_right,0,2.736614366235218
2688_halu,1,3.687339222964412
2688_right,0,3.159291294535037
6472_halu,1,3.701350835802269
6472_right,0,0.0
8819_halu,1,2.2434950948861827
8819_right,0,1.968789636290896
7807_halu,1,2.774541902085044
7807_right,0,2.756851525807212
3410_halu,1,2.755263768058539
3410_right,0,2.8713380575717995
80_halu,1,3.5024099504680484
80_right,0,0.0
4613_halu,1,4.161812765593198
4613_right,0,0.0
1373_halu,1,3.277777559936657
1373_right,0,0.0
1509_halu,1,2.4613126157667464
1509_right,0,2.2118136709045317
6442_halu,1,2.652860857986897
6442_right,0,0.0
3070_halu,1,2.9343954866429405
3070_right,0,1.772479435769276
3015_halu,1,3.0918513526488685
3015_right,0,3.564008420628143
4822_halu,1,3.1731635409112937
4822_right,0,1.9016631618044797
