id,y_true,score,y_pred_5,y_pred_10
107_right,0,3.8127269473439966,1,1
1315_halu,1,5.445932051417218,1,1
1315_right,0,2.127138107528664,0,0
8187_halu,1,1.4500009567096095,0,0
8187_right,0,0.0,0,0
2753_halu,1,4.759774234884564,1,1
2753_right,0,0.0,0,0
9753_halu,1,5.673778243752248,1,1
9753_right,0,0.0,0,0
6231_halu,1,4.884502709947265,1,1
6231_right,0,0.9635949530649272,0,0
2876_halu,1,0.0,0,0
2876_right,0,0.0,0,0
5323_halu,1,5.359169166414484,1,1
5323_right,0,2.9773756588129308,0,1
799_halu,1,3.192748387329553,0,1
799_right,0,0.0,0,0
3570_halu,1,5.540551113792187,1,1
3570_right,0,0.0,0,0
2894_halu,1,2.2417484691624017,0,0
2894_right,0,1.7695502855291338,0,0
2927_halu,1,3.025153446491643,0,1
2927_right,0,0.0,0,0
8178_halu,1,3.063510133891316,0,1
8178_right,0,0.0,0,0
971_halu,1,2.402202862497515,0,0
971_right,0,0.0,0,0
6687_halu,1,3.639101815599179,0,1
6687_right,0,0.0,0,0
8575_halu,1,6.035846383490027,1,1
8575_right,0,0.0,0,0
2020_halu,1,3.714313465200864,1,1
2020_right,0,0.0,0,0
9054_halu,1,4.094154607630839,1,1
9054_right,0,1.4449339543353523,0,0
952_halu,1,0.0,0,0
952_right,0,0.0,0,0
5359_halu,1,4.766490760849722,1,1
5359_right,0,0.0,0,0
3857_halu,1,4.710538044152672,1,1
3857_right,0,0.0,0,0
5861_halu,1,2.261554518563492,0,0
5861_right,0,1.7941325182551071,0,0
3145_halu,1,2.567293006944244,0,0
3145_right,0,0.7838178330413886,0,0
3305_halu,1,3.589044373025678,0,1
3305_right,0,1.4052951364843913,0,0
3006_halu,1,1.946074827505014,0,0
3006_right,0,0.0,0,0
9001_halu,1,4.1516701508317695,1,1
9001_right,0,0.0,0,0
7770_halu,1,2.942943804256121,0,0
7770_right,0,1.0150812144239318,0,0
7438_halu,1,5.503510396333631,1,1
7438_right,0,0.9070787870406692,0,0
7942_halu,1,2.27186870702378,0,0
7942_right,0,0.7543956907309017,0,0
9238_halu,1,5.243656126327323,1,1
9238_right,0,2.718391470106229,0,0
1056_halu,1,5.512414134777339,1,1
1056_right,0,0.0,0,0
3154_halu,1,0.0,0,0
3154_right,0,0.0,0,0
3787_halu,1,3.4138979087922863,0,1
3787_right,0,0.0,0,0
9189_halu,1,1.819880063111244,0,0
9189_right,0,0.0,0,0
7825_halu,1,4.660849900511479,1,1
7825_right,0,2.3152331733780533,0,0
7539_halu,1,2.280306209788004,0,0
7539_right,0,2.1800509744281342,0,0
7231_halu,1,2.090796887790728,0,0
7231_right,0,0.0,0,0
764_halu,1,4.76637209733359,1,1
764_right,0,0.0,0,0
5019_halu,1,4.247601387843176,1,1
5019_right,0,0.9168414000779675,0,0
4903_halu,1,4.249965888959566,1,1
4903_right,0,0.0,0,0
8093_halu,1,0.0,0,0
8093_right,0,0.0,0,0
6843_halu,1,5.227950417412863,1,1
6843_right,0,0.0,0,0
2165_halu,1,21.766066357167944,1,1
2165_right,0,0.8905033541592797,0,0
1862_halu,1,3.339243325234691,0,1
1862_right,0,2.5568673220839715,0,0
7850_halu,1,4.887071292209087,1,1
7850_right,0,0.0,0,0
9123_halu,1,3.1790300518576937,0,1
9123_right,0,0.0,0,0
2340_halu,1,5.3223610439776,1,1
2340_right,0,0.0,0,0
5527_halu,1,2.853166027426254,0,0
5527_right,0,0.0,0,0
6743_halu,1,4.3540704377018375,1,1
6743_right,0,0.0,0,0
4003_halu,1,3.8368277832391127,1,1
4003_right,0,0.0,0,0
1123_halu,1,3.702018461732526,1,1
1123_right,0,0.0,0,0
8709_halu,1,5.307839233153062,1,1
8709_right,0,2.281004335432995,0,0
4049_halu,1,14.28812544149624,1,1
4049_right,0,0.0,0,0
7640_halu,1,4.65219158613926,1,1
7640_right,0,0.0,0,0
765_halu,1,4.911836552085155,1,1
765_right,0,0.0,0,0
2344_halu,1,3.797099182551088,1,1
2344_right,0,2.9670032940666182,0,1
4071_halu,1,4.123421308810909,1,1
4071_right,0,0.0,0,0
7216_halu,1,1.4455763948483942,0,0
7216_right,0,0.0,0,0
4216_halu,1,4.591607414576859,1,1
4216_right,0,2.30363247104182,0,0
7952_halu,1,3.8153204599360113,1,1
7952_right,0,0.0,0,0
5970_halu,1,5.539623994876463,1,1
5970_right,0,2.482500208216455,0,0
3350_halu,1,3.4660471966570694,0,1
3350_right,0,0.0,0,0
4695_halu,1,3.1799595917435832,0,1
4695_right,0,2.0099751838802877,0,0
3399_halu,1,2.656611674007135,0,0
3399_right,0,0.0,0,0
4081_halu,1,3.5555704154424226,0,1
4081_right,0,0.0,0,0
9149_halu,1,5.484353221644407,1,1
9149_right,0,3.626518879005644,0,1
1224_halu,1,5.504633030135444,1,1
1224_right,0,0.0,0,0
6292_halu,1,2.750375079619328,0,0
6292_right,0,4.048408423078512,1,1
3122_halu,1,4.584669064397441,1,1
3122_right,0,0.0,0,0
510_halu,1,4.835846568265543,1,1
510_right,0,1.6267031321073089,0,0
5794_halu,1,5.984595339941937,1,1
5794_right,0,0.0,0,0
8181_halu,1,5.548186868265771,1,1
8181_right,0,0.0,0,0
9417_halu,1,3.653591082403613,1,1
9417_right,0,2.057228347365673,0,0
96_halu,1,1.4630129877497335,0,0
96_right,0,0.0,0,0
6681_halu,1,5.480736032226393,1,1
6681_right,0,1.0363704622316443,0,0
1512_halu,1,1.3022387228784444,0,0
1512_right,0,0.0,0,0
8791_halu,1,3.5453043725133995,0,1
8791_right,0,2.6598412104251525,0,0
119_halu,1,5.494657056276539,1,1
119_right,0,0.0,0,0
7791_halu,1,5.404259906911304,1,1
7791_right,0,0.0,0,0
6517_halu,1,5.389547150325888,1,1
6517_right,0,3.005080774257081,0,1
33_halu,1,3.079213296547848,0,1
33_right,0,0.0,0,0
7887_halu,1,1.8715658671449185,0,0
7887_right,0,1.539001845022203,0,0
6830_halu,1,3.236354620377359,0,1
6830_right,0,1.0857034128603464,0,0
5421_halu,1,3.0685575493401456,0,1
5421_right,0,5.47243228854932,1,1
1068_halu,1,3.7587234194767953,1,1
1068_right,0,0.0,0,0
1347_halu,1,2.8031338391073555,0,0
1347_right,0,0.0,0,0
4747_halu,1,5.399010650848903,1,1
4747_right,0,0.0,0,0
6005_halu,1,4.659462275595329,1,1
6005_right,0,0.0,0,0
6039_halu,1,1.8001110446533146,0,0
6039_right,0,0.0,0,0
3817_halu,1,3.903147441558411,1,1
3817_right,0,0.0,0,0
8446_halu,1,4.925592350745008,1,1
8446_right,0,0.0,0,0
5269_halu,1,2.431811373947239,0,0
5269_right,0,0.0,0,0
6897_halu,1,2.1932982174666837,0,0
6897_right,0,0.0,0,0
5309_halu,1,2.7992239431123505,0,0
5309_right,0,0.8040529614035501,0,0
31_halu,1,2.0956880521969947,0,0
31_right,0,0.0,0,0
5674_halu,1,5.567581835104685,1,1
5674_right,0,3.0868488627161423,0,1
4386_halu,1,1.8780509238571748,0,0
4386_right,0,2.7503276677458564,0,0
29_halu,1,4.369415536710486,1,1
29_right,0,0.0,0,0
4202_halu,1,4.217190473292977,1,1
4202_right,0,0.0,0,0
7507_halu,1,4.640382509213053,1,1
7507_right,0,0.0,0,0
735_halu,1,4.522094635743095,1,1
735_right,0,0.7296700317850315,0,0
2067_halu,1,2.430812992991584,0,0
2067_right,0,0.9393145792656084,0,0
106_halu,1,2.893530039935344,0,0
106_right,0,0.0,0,0
9644_halu,1,4.160960149900982,1,1
9644_right,0,5.257039621158994,1,1
8894_halu,1,2.810897276130945,0,0
8894_right,0,0.0,0,0
8020_halu,1,4.367157856661864,1,1
8020_right,0,0.0,0,0
2232_halu,1,5.482811052369593,1,1
2232_right,0,2.7263646375504678,0,0
993_halu,1,5.541006186683634,1,1
993_right,0,0.0,0,0
9412_halu,1,6.382261624574051,1,1
9412_right,0,0.0,0,0
7058_halu,1,4.391203361455092,1,1
7058_right,0,3.545406348158717,0,1
6789_halu,1,5.459044893753737,1,1
6789_right,0,0.0,0,0
360_halu,1,5.221623735396576,1,1
360_right,0,2.167220666393382,0,0
304_halu,1,5.103934910976839,1,1
304_right,0,0.0,0,0
2627_halu,1,3.726765516628981,1,1
2627_right,0,0.0,0,0
8965_halu,1,3.136479835312409,0,1
8965_right,0,0.0,0,0
4513_halu,1,5.499418703325884,1,1
4513_right,0,1.3494787724094417,0,0
5910_halu,1,2.2171908950903845,0,0
5910_right,0,0.0,0,0
8313_halu,1,5.467212373770206,1,1
8313_right,0,0.0,0,0
3100_halu,1,7.852557978587034,1,1
3100_right,0,0.0,0,0
5703_halu,1,4.610873386410322,1,1
5703_right,0,0.0,0,0
3898_halu,1,4.134655756475096,1,1
3898_right,0,0.0,0,0
5440_halu,1,1.4037589506944994,0,0
5440_right,0,2.379276061761282,0,0
7930_halu,1,3.2091562493518597,0,1
7930_right,0,0.0,0,0
621_halu,1,4.156941369382359,1,1
621_right,0,2.646092766578501,0,0
7235_halu,1,2.0754556504960457,0,0
7235_right,0,0.0,0,0
2498_halu,1,4.50261593022286,1,1
2498_right,0,3.5214452776143705,0,1
713_halu,1,4.113887429965783,1,1
713_right,0,0.0,0,0
8403_halu,1,2.919817870173359,0,0
8403_right,0,1.701252891400043,0,0
2855_halu,1,4.647584391463461,1,1
2855_right,0,2.25669587672478,0,0
4269_halu,1,3.344732838476701,0,1
4269_right,0,0.0,0,0
2908_halu,1,4.147203751337257,1,1
2908_right,0,1.977130965237563,0,0
8080_halu,1,3.705454529216757,1,1
8080_right,0,0.0,0,0
4516_halu,1,6.739373377597106,1,1
4516_right,0,4.708108581314325,1,1
1261_halu,1,5.433424909365567,1,1
1261_right,0,3.018149227017684,0,1
3160_halu,1,4.2739876240350965,1,1
3160_right,0,0.0,0,0
970_halu,1,4.113065740338869,1,1
970_right,0,4.2825269320566015,1,1
3912_halu,1,3.8545423100512175,1,1
3912_right,0,1.0863935647831702,0,0
5198_halu,1,5.468160742018916,1,1
5198_right,0,0.0,0,0
8846_halu,1,0.0,0,0
8846_right,0,0.0,0,0
259_halu,1,3.473994244263328,0,1
259_right,0,0.0,0,0
3790_halu,1,40.93565053919591,1,1
3790_right,0,0.0,0,0
9202_halu,1,4.158386615410644,1,1
9202_right,0,0.0,0,0
487_halu,1,1.3973877713762473,0,0
487_right,0,0.0,0,0
7907_halu,1,3.779325176727872,1,1
7907_right,0,0.0,0,0
518_halu,1,5.535034486238239,1,1
518_right,0,1.381768546815137,0,0
8342_halu,1,1.368285199326233,0,0
8342_right,0,0.0,0,0
311_halu,1,1.7383324163265588,0,0
311_right,0,0.0,0,0
3231_halu,1,2.779697677156073,0,0
3231_right,0,0.0,0,0
7932_halu,1,4.250959200517465,1,1
7932_right,0,0.0,0,0
7457_halu,1,2.169945141287865,0,0
7457_right,0,1.277664138169147,0,0
9783_halu,1,4.7321366864149335,1,1
9783_right,0,0.0,0,0
5183_halu,1,4.517464534569038,1,1
5183_right,0,0.0,0,0
8076_halu,1,5.086325410147687,1,1
8076_right,0,0.0,0,0
6501_halu,1,4.582321366688669,1,1
6501_right,0,0.0,0,0
6790_halu,1,3.0004303177972917,0,1
6790_right,0,1.7565182403357196,0,0
7772_halu,1,4.205704089250524,1,1
7772_right,0,2.2958128846370536,0,0
2737_halu,1,3.763225354778721,1,1
2737_right,0,1.0333368335313031,0,0
7841_halu,1,5.423947390294778,1,1
7841_right,0,0.0,0,0
6261_halu,1,3.886992219572528,1,1
6261_right,0,1.0579133495896762,0,0
8205_halu,1,5.463991394810932,1,1
8205_right,0,0.0,0,0
1247_halu,1,2.804660324977711,0,0
1247_right,0,0.0,0,0
9335_halu,1,2.7858819069080902,0,0
9335_right,0,2.0053016415243694,0,0
4194_halu,1,4.506393040129429,1,1
4194_right,0,0.0,0,0
8000_halu,1,0.0,0,0
8000_right,0,1.2972782580939612,0,0
7377_halu,1,4.35179032630666,1,1
7377_right,0,2.839794377568614,0,0
3434_halu,1,0.0,0,0
3434_right,0,0.0,0,0
5381_halu,1,2.117364849653373,0,0
5381_right,0,0.0,0,0
958_halu,1,4.325784561684538,1,1
958_right,0,0.0,0,0
416_halu,1,3.5237620687744826,0,1
416_right,0,0.0,0,0
5741_halu,1,4.0248908890678745,1,1
5741_right,0,0.0,0,0
6727_halu,1,1.0400405522801792,0,0
6727_right,0,0.0,0,0
4381_halu,1,3.429651503874469,0,1
4381_right,0,0.0,0,0
5196_halu,1,3.4098748423209644,0,1
5196_right,0,2.156655410743253,0,0
1112_halu,1,5.336208876822296,1,1
1112_right,0,3.143342906259934,0,1
2688_halu,1,4.154811985785188,1,1
2688_right,0,1.915448874825979,0,0
6472_halu,1,5.120182256729981,1,1
6472_right,0,0.0,0,0
8819_halu,1,4.281359238316456,1,1
8819_right,0,2.415910782183416,0,0
7807_halu,1,2.997640120158616,0,1
7807_right,0,3.688319212212269,1,1
3410_halu,1,4.291816387846216,1,1
3410_right,0,1.533284368012767,0,0
80_halu,1,4.186308333243647,1,1
80_right,0,0.0,0,0
4613_halu,1,390.4119048558424,1,1
4613_right,0,0.0,0,0
1373_halu,1,5.510035123273562,1,1
1373_right,0,0.0,0,0
1509_halu,1,1.286086799822594,0,0
1509_right,0,0.0,0,0
6442_halu,1,4.07967913948009,1,1
6442_right,0,0.0,0,0
3070_halu,1,4.469803053040414,1,1
3070_right,0,0.0,0,0
3015_halu,1,4.598412670305367,1,1
3015_right,0,10.768211381638949,1,1
4822_halu,1,4.176504529882607,1,1
4822_right,0,0.0,0,0
7821_halu,1,5.527330557592695,1,1
7821_right,0,2.460208177081745,0,0
92_halu,1,3.865459819461545,1,1
92_right,0,1.917272208565178,0,0
9420_halu,1,5.448606345639848,1,1
9420_right,0,0.0,0,0
6599_halu,1,0.0,0,0
6599_right,0,0.0,0,0
4442_halu,1,3.6865642836449855,1,1
4442_right,0,0.0,0,0
7601_halu,1,5.556341227271009,1,1
7601_right,0,0.0,0,0
3834_halu,1,3.982736793903387,1,1
3834_right,0,0.0,0,0
9701_halu,1,3.973652519452781,1,1
9701_right,0,0.4725540802915874,0,0
4321_halu,1,5.26691264280152,1,1
4321_right,0,0.0,0,0
3393_halu,1,4.278753341508752,1,1
3393_right,0,0.0,0,0
4751_halu,1,5.465219627394903,1,1
4751_right,0,0.0,0,0
7228_halu,1,5.498525630006021,1,1
7228_right,0,0.0,0,0
9190_halu,1,5.259131962871995,1,1
9190_right,0,0.0,0,0
2360_halu,1,4.606289519451196,1,1
2360_right,0,2.224829623186723,0,0
1147_halu,1,3.394111653529599,0,1
1147_right,0,1.918310957302879,0,0
5665_halu,1,4.013872212304934,1,1
5665_right,0,0.0,0,0
8074_halu,1,4.354307923297531,1,1
8074_right,0,3.04525117341258,0,1
4942_halu,1,1.9362300854018448,0,0
4942_right,0,0.0,0,0
3662_halu,1,2.395549301088152,0,0
3662_right,0,0.0,0,0
1562_halu,1,3.9933032428027047,1,1
1562_right,0,1.826435911184544,0,0
4112_halu,1,3.860772089799638,1,1
4112_right,0,1.2761323102733573,0,0
9049_halu,1,5.232869961907001,1,1
9049_right,0,0.0,0,0
9275_halu,1,2.177116967439176,0,0
9275_right,0,0.0,0,0
8537_halu,1,1.865781591086685,0,0
8537_right,0,0.0,0,0
794_halu,1,4.53712240760388,1,1
794_right,0,0.0,0,0
5853_halu,1,4.572682918712844,1,1
5853_right,0,1.5122806778103204,0,0
7618_halu,1,5.464568113675045,1,1
7618_right,0,1.6622215392622988,0,0
1593_halu,1,3.815018242351584,1,1
1593_right,0,0.0,0,0
7417_halu,1,2.320035485859126,0,0
7417_right,0,0.0,0,0
5266_halu,1,3.6440106375515127,0,1
5266_right,0,1.383129963891557,0,0
7146_halu,1,4.044320882213617,1,1
7146_right,0,0.0,0,0
88_halu,1,3.3653670427978,0,1
88_right,0,0.0,0,0
8694_halu,1,5.605390115103356,1,1
8694_right,0,0.0,0,0
9731_halu,1,12.046224704058714,1,1
9731_right,0,0.0,0,0
9445_halu,1,7.443980753802378,1,1
9445_right,0,0.0,0,0
6753_halu,1,5.012119781490128,1,1
6753_right,0,0.0,0,0
3501_halu,1,3.805573307133339,1,1
3501_right,0,0.0,0,0
2233_halu,1,3.3759798260933933,0,1
2233_right,0,1.7696216505765676,0,0
2802_halu,1,3.4262417906132647,0,1
2802_right,0,0.0,0,0
4423_halu,1,3.2976963084279425,0,1
4423_right,0,2.882554325264692,0,0
5662_halu,1,3.4461034886205546,0,1
5662_right,0,0.0,0,0
7169_halu,1,4.165578734019135,1,1
7169_right,0,0.933039689913447,0,0
8336_halu,1,2.7149365006959143,0,0
8336_right,0,2.563457616353632,0,0
2147_halu,1,3.5608150198351267,0,1
2147_right,0,0.0,0,0
7968_halu,1,5.438968620983493,1,1
7968_right,0,0.0,0,0
6550_halu,1,3.1984614164968974,0,1
6550_right,0,0.0,0,0
7642_halu,1,3.749616387803224,1,1
7642_right,0,0.0,0,0
6163_halu,1,4.30464031501033,1,1
6163_right,0,0.0,0,0
1494_halu,1,4.200800279404516,1,1
1494_right,0,1.017648109209941,0,0
7695_halu,1,4.5541371430584325,1,1
7695_right,0,0.0,0,0
7093_halu,1,4.260500951282355,1,1
7093_right,0,2.843061168843374,0,0
1408_halu,1,1.166517065258982,0,0
1408_right,0,0.0,0,0
6690_halu,1,2.695748538032172,0,0
6690_right,0,0.0,0,0
3400_halu,1,4.002323975543542,1,1
3400_right,0,0.0,0,0
108_halu,1,4.222082751279405,1,1
108_right,0,0.0,0,0
5635_halu,1,0.0,0,0
5635_right,0,0.0,0,0
8481_halu,1,4.399858925285489,1,1
8481_right,0,0.0,0,0
6603_halu,1,4.120952495626793,1,1
6603_right,0,0.0,0,0
1090_halu,1,1.7301421455180637,0,0
1090_right,0,1.068456071057308,0,0
5559_halu,1,2.151605906515623,0,0
5559_right,0,0.0,0,0
9411_halu,1,5.4749910747925705,1,1
9411_right,0,0.0,0,0
8142_halu,1,5.530702666950925,1,1
8142_right,0,0.0,0,0
8663_halu,1,5.652215490791412,1,1
8663_right,0,0.0,0,0
6595_halu,1,0.0,0,0
6595_right,0,2.326903093513031,0,0
623_halu,1,5.409668268693495,1,1
623_right,0,0.0,0,0
6870_halu,1,2.3268070607935325,0,0
6870_right,0,0.0,0,0
4813_halu,1,2.800954495232685,0,0
4813_right,0,0.0,0,0
6552_halu,1,3.235447892584912,0,1
6552_right,0,1.0058781110639028,0,0
7529_halu,1,3.5960061146065314,0,1
7529_right,0,0.0,0,0
5795_halu,1,3.741919604884958,1,1
5795_right,0,0.0,0,0
7436_halu,1,3.3719324463100016,0,1
7436_right,0,0.0,0,0
4217_halu,1,4.750957242535848,1,1
4217_right,0,0.0,0,0
5940_halu,1,4.482816150169364,1,1
5940_right,0,0.0,0,0
8500_halu,1,4.324750731481085,1,1
8500_right,0,0.0,0,0
6428_halu,1,4.668095816172516,1,1
6428_right,0,0.0,0,0
6826_halu,1,4.508193200611632,1,1
6826_right,0,2.0626956196948805,0,0
4130_halu,1,4.209146914651238,1,1
4130_right,0,6.760650223004612,1,1
7801_halu,1,4.509749989082036,1,1
7801_right,0,3.249991046534437,0,1
7753_halu,1,5.438628854835531,1,1
7753_right,0,1.4553215484861657,0,0
4721_halu,1,4.471297296217662,1,1
4721_right,0,1.4601780969565892,0,0
1650_halu,1,3.64394298693,0,1
1650_right,0,0.7456028458734815,0,0
4140_halu,1,4.450890550394629,1,1
4140_right,0,2.5611088760818634,0,0
1617_halu,1,3.0606284674782764,0,1
1617_right,0,2.7141683044182168,0,0
2029_halu,1,4.296233830685727,1,1
2029_right,0,0.0,0,0
8517_halu,1,3.723481712307871,1,1
8517_right,0,2.674877675310194,0,0
4575_halu,1,5.637148896161439,1,1
4575_right,0,0.0,0,0
3992_halu,1,4.847830390805099,1,1
3992_right,0,0.0,0,0
7376_halu,1,4.453587295629172,1,1
7376_right,0,0.0,0,0
6149_halu,1,5.406711219048653,1,1
6149_right,0,0.0,0,0
4908_halu,1,2.4538297053484794,0,0
4908_right,0,1.4967585263157088,0,0
5026_halu,1,2.437897294119435,0,0
5026_right,0,0.0,0,0
8260_halu,1,4.028220245736367,1,1
8260_right,0,2.342807508947216,0,0
4731_halu,1,2.7891468106993216,0,0
4731_right,0,3.0643400306413944,0,1
7548_halu,1,1.5787144031785565,0,0
7548_right,0,0.0,0,0
8134_halu,1,3.8914044352178143,1,1
8134_right,0,1.9138267744600983,0,0
1606_halu,1,5.436344813110528,1,1
1606_right,0,0.0,0,0
4773_halu,1,3.9974375179513655,1,1
4773_right,0,5.465046578102459,1,1
8109_halu,1,4.292854192980061,1,1
8109_right,0,3.036567740699472,0,1
6951_halu,1,2.97127734229781,0,1
6951_right,0,0.0,0,0
6004_halu,1,2.2010450962567045,0,0
6004_right,0,0.0,0,0
7728_halu,1,3.845807355187809,1,1
7728_right,0,2.9511376071998496,0,0
3541_halu,1,4.194498204665036,1,1
3541_right,0,0.0,0,0
388_halu,1,5.377409667939932,1,1
388_right,0,0.0,0,0
1794_halu,1,4.707982307657174,1,1
1794_right,0,4.031114733788603,1,1
8731_halu,1,4.8750559028935685,1,1
8731_right,0,0.0,0,0
4919_halu,1,4.719337065902632,1,1
4919_right,0,0.0,0,0
5537_halu,1,5.297659092154104,1,1
5537_right,0,0.0,0,0
3872_halu,1,0.0,0,0
3872_right,0,0.0,0,0
8868_halu,1,5.420530974692147,1,1
8868_right,0,0.0,0,0
2254_halu,1,2.84630587474024,0,0
2254_right,0,0.0,0,0
3412_halu,1,3.2053071069623,0,1
3412_right,0,0.0,0,0
5459_halu,1,1.515796699664365,0,0
5459_right,0,2.2135738473057,0,0
4955_halu,1,3.823341132391004,1,1
4955_right,0,0.0,0,0
7396_halu,1,4.400872442122688,1,1
7396_right,0,2.008317639595221,0,0
5414_halu,1,4.2767822719249455,1,1
5414_right,0,1.7763405751924242,0,0
7399_halu,1,5.417883643139261,1,1
7399_right,0,0.0,0,0
7414_halu,1,3.9032591332342697,1,1
7414_right,0,1.547560430318856,0,0
9100_halu,1,3.696937110565244,1,1
9100_right,0,2.551701719644873,0,0
4851_halu,1,2.3858195928831187,0,0
4851_right,0,0.0,0,0
2025_halu,1,5.396723922945896,1,1
2025_right,0,0.0,0,0
2615_halu,1,2.363775627939477,0,0
2615_right,0,0.0,0,0
7388_halu,1,5.472760302389784,1,1
7388_right,0,0.0,0,0
2926_halu,1,4.4575133422052415,1,1
2926_right,0,1.923232423554156,0,0
1121_halu,1,6.25882894717392,1,1
1121_right,0,3.645205681386132,0,1
2910_halu,1,0.0,0,0
2910_right,0,0.0,0,0
8146_halu,1,3.0609263609148165,0,1
8146_right,0,0.0,0,0
7383_halu,1,3.6420687992035927,0,1
7383_right,0,1.0755235047610974,0,0
3482_halu,1,3.710082322733856,1,1
3482_right,0,3.2569261361106467,0,1
795_halu,1,1.7454780649241126,0,0
795_right,0,0.0,0,0
1575_halu,1,3.826223067105452,1,1
1575_right,0,3.110284234109067,0,1
6176_halu,1,4.023807526198897,1,1
6176_right,0,1.6965812850501691,0,0
6266_halu,1,5.392067696466404,1,1
6266_right,0,0.0,0,0
